Season,Unnamed: 0,Date,home,visitor,FT,hgoal,vgoal,hconf,vconf,totgoal,round,leg,hgoalaet,vgoalaet,hpen,vpen,hwins
2019,280,8/3/19,Real Salt Lake,NYCFC,3Ð1,3,1,west,east,4,regular,,,,,,h
2019,281,8/4/19,Minnesota,Portland,1Ð0,1,0,west,west,1,regular,,,,,,h
2019,282,8/4/19,D.C. United,Philadelphia,1Ð5,1,5,east,east,6,regular,,,,,,a
2019,283,8/4/19,Seattle,Sporting KC,2Ð3,2,3,west,west,5,regular,,,,,,a
2019,284,8/8/19,NYCFC,Houston,3Ð2,3,2,east,west,5,regular,,,,,,h
2019,285,8/10/19,Seattle,New England,3Ð3,3,3,west,east,6,regular,,,,,,t
2019,286,8/10/19,Toronto FC,Orlando City,1Ð1,1,1,east,east,2,regular,,,,,,t
2019,287,8/10/19,Columbus,FC Cincinnati,2Ð2,2,2,east,east,4,regular,,,,,,t
2019,288,8/10/19,FC Dallas,Minnesota,5Ð3,5,3,west,west,8,regular,,,,,,h
2019,289,8/10/19,Sporting KC,Real Salt Lake,1Ð2,1,2,west,west,3,regular,,,,,,a
2019,290,8/10/19,Colorado,San Jose,2Ð1,2,1,west,west,3,regular,,,,,,h
2019,291,8/10/19,Chicago,Montreal,3Ð2,3,2,east,west,5,regular,,,,,,h
2019,292,8/10/19,Portland,Vancouver,3Ð1,3,1,west,west,4,regular,,,,,,h
2019,293,8/11/19,Atlanta,NYCFC,2Ð1,2,1,east,east,3,regular,,,,,,h
2019,294,8/11/19,Philadelphia,Houston,2Ð1,2,1,east,west,3,regular,,,,,,h
2019,295,8/11/19,D.C. United,LA Galaxy,2Ð1,2,1,east,west,3,regular,,,,,,h
2019,296,8/11/19,Los Angeles FC,NY Red Bulls,4Ð2,4,2,west,east,6,regular,,,,,,h
2019,297,8/14/19,Orlando City,Sporting KC,1Ð0,1,0,east,west,1,regular,,,,,,h
2019,298,8/14/19,Minnesota,Colorado,1Ð0,1,0,west,west,1,regular,,,,,,h
2019,299,8/14/19,Real Salt Lake,Seattle,3Ð0,3,0,west,west,3,regular,,,,,,h
2019,300,8/14/19,LA Galaxy,FC Dallas,2Ð0,2,0,west,west,2,regular,,,,,,h
2019,301,8/14/19,Portland,Chicago,3Ð2,3,2,west,east,5,regular,,,,,,h
2019,302,8/17/19,NY Red Bulls,New England,1Ð1,1,1,east,east,2,regular,,,,,,t
2019,303,8/17/19,FC Cincinnati,NYCFC,1Ð4,1,4,east,east,5,regular,,,,,,a
2019,304,8/17/19,Columbus,Toronto FC,2Ð2,2,2,east,east,4,regular,,,,,,t
2019,305,8/17/19,Montreal,FC Dallas,3Ð3,3,3,east,west,6,regular,,,,,,t
2019,306,8/17/19,Chicago,Philadelphia,2Ð0,2,0,east,east,2,regular,,,,,,h
2019,307,8/17/19,Minnesota,Orlando City,1Ð1,1,1,west,east,2,regular,,,,,,t
2019,308,8/17/19,Sporting KC,San Jose,2Ð1,2,1,west,west,3,regular,,,,,,h
2019,309,8/17/19,Houston,Colorado,2Ð2,2,2,west,west,4,regular,,,,,,t
2019,310,8/17/19,LA Galaxy,Seattle,2Ð2,2,2,west,west,4,regular,,,,,,t
2019,311,8/17/19,Vancouver,D.C. United,1Ð0,1,0,west,east,1,regular,,,,,,h
2019,312,8/17/19,Real Salt Lake,Los Angeles FC,0Ð2,0,2,west,west,2,regular,,,,,,a
2019,313,8/18/19,Portland,Atlanta,0Ð2,0,2,west,east,2,regular,,,,,,a
2019,314,8/21/19,NYCFC,Columbus,1Ð0,1,0,east,east,1,regular,,,,,,h
2019,315,8/21/19,D.C. United,NY Red Bulls,1Ð2,1,2,east,east,3,regular,,,,,,a
2019,316,8/21/19,Los Angeles FC,San Jose,4Ð0,4,0,west,west,4,regular,,,,,,h
2019,317,8/22/19,Sporting KC,Minnesota,1Ð0,1,0,west,west,1,regular,,,,,,h
2019,318,8/23/19,Orlando City,Atlanta,0Ð1,0,1,east,east,1,regular,,,,,,a
2019,319,8/23/19,Portland,Seattle,1Ð2,1,2,west,west,3,regular,,,,,,a
2019,320,8/24/19,NYCFC,NY Red Bulls,2Ð1,2,1,east,east,3,regular,,,,,,h
2019,321,8/24/19,New England,Chicago,2Ð1,2,1,east,east,3,regular,,,,,,h
2019,322,8/24/19,Toronto FC,Montreal,2Ð1,2,1,east,east,3,regular,,,,,,h
2019,323,8/24/19,Philadelphia,D.C. United,3Ð1,3,1,east,east,4,regular,,,,,,h
2019,324,8/24/19,San Jose,Vancouver,3Ð1,3,1,west,west,4,regular,,,,,,h
2019,325,8/24/19,Real Salt Lake,Colorado,2Ð0,2,0,west,west,2,regular,,,,,,h
2019,326,8/25/19,FC Cincinnati,Columbus,1Ð3,1,3,east,east,4,regular,,,,,,a
2019,327,8/25/19,FC Dallas,Houston,5Ð1,5,1,west,west,6,regular,,,,,,h
2019,328,8/25/19,Los Angeles FC,LA Galaxy,3Ð3,3,3,west,west,6,regular,,,,,,t
2019,329,8/28/19,Montreal,Vancouver,2Ð1,2,1,east,west,3,regular,,,,,,h
2019,330,8/31/19,NY Red Bulls,Colorado,0Ð2,0,2,east,west,2,regular,,,,,,a
2019,331,8/31/19,Columbus,Chicago,1Ð1,1,1,east,east,2,regular,,,,,,t
2019,332,8/31/19,New England,Toronto FC,1Ð1,1,1,east,east,2,regular,,,,,,t
2019,333,8/31/19,Philadelphia,Atlanta,3Ð1,3,1,east,east,4,regular,,,,,,h
2019,334,8/31/19,Montreal,D.C. United,0Ð3,0,3,east,east,3,regular,,,,,,a
2019,335,8/31/19,FC Dallas,FC Cincinnati,3Ð1,3,1,west,east,4,regular,,,,,,h
2019,336,8/31/19,Sporting KC,Houston,1Ð0,1,0,west,west,1,regular,,,,,,h
2019,337,8/31/19,Vancouver,NYCFC,1Ð3,1,3,west,east,4,regular,,,,,,a
2019,338,8/31/19,San Jose,Orlando City,3Ð0,3,0,west,east,3,regular,,,,,,h
2019,339,8/31/19,Portland,Real Salt Lake,1Ð0,1,0,west,west,1,regular,,,,,,h
2019,340,9/1/19,Seattle,LA Galaxy,4Ð3,4,3,west,west,7,regular,,,,,,h
2019,341,9/1/19,Los Angeles FC,Minnesota,0Ð2,0,2,west,west,2,regular,,,,,,a
2019,342,9/7/19,NYCFC,New England,2Ð1,2,1,east,east,3,regular,,,,,,h
2019,343,9/7/19,FC Cincinnati,Toronto FC,1Ð5,1,5,east,east,6,regular,,,,,,a
2019,344,9/7/19,Orlando City,Los Angeles FC,2Ð2,2,2,east,west,4,regular,,,,,,t
2019,345,9/7/19,Colorado,Seattle,2Ð0,2,0,west,west,2,regular,,,,,,h
2019,346,9/7/19,Portland,Sporting KC,2Ð1,2,1,west,west,3,regular,,,,,,h
2019,347,9/11/19,NYCFC,Toronto FC,1Ð1,1,1,east,east,2,regular,,,,,,t
2019,348,9/11/19,Houston,Minnesota,2Ð0,2,0,west,west,2,regular,,,,,,h
2019,349,9/11/19,Colorado,LA Galaxy,2Ð1,2,1,west,west,3,regular,,,,,,h
2019,350,9/11/19,Real Salt Lake,San Jose,1Ð0,1,0,west,west,1,regular,,,,,,h
2019,351,9/14/19,NYCFC,San Jose,2Ð1,2,1,east,west,3,regular,,,,,,h
2019,352,9/14/19,Chicago,FC Dallas,4Ð0,4,0,east,west,4,regular,,,,,,h
2019,353,9/14/19,Atlanta,Columbus,1Ð3,1,3,east,east,4,regular,,,,,,a
2019,354,9/14/19,Montreal,FC Cincinnati,0Ð1,0,1,east,east,1,regular,,,,,,a
2019,355,9/14/19,Philadelphia,Los Angeles FC,1Ð1,1,1,east,west,2,regular,,,,,,t
2019,356,9/14/19,Orlando City,New England,3Ð3,3,3,east,east,6,regular,,,,,,t
2019,357,9/14/19,Vancouver,Houston,2Ð1,2,1,west,west,3,regular,,,,,,h
2019,358,9/15/19,Portland,D.C. United,0Ð1,0,1,west,east,1,regular,,,,,,a
2019,359,9/15/19,Toronto FC,Colorado,3Ð2,3,2,east,west,5,regular,,,,,,h
2019,360,9/15/19,Minnesota,Real Salt Lake,3Ð1,3,1,west,west,4,regular,,,,,,h
2019,361,9/15/19,Seattle,NY Red Bulls,4Ð2,4,2,west,east,6,regular,,,,,,h
2019,362,9/15/19,LA Galaxy,Sporting KC,7Ð2,7,2,west,west,9,regular,,,,,,h
2019,363,9/18/19,FC Cincinnati,Atlanta,0Ð2,0,2,east,east,2,regular,,,,,,a
2019,364,9/18/19,Seattle,FC Dallas,0Ð0,0,0,west,west,0,regular,,,,,,t
2019,365,9/18/19,Portland,NY Red Bulls,0Ð2,0,2,west,east,2,regular,,,,,,a
2019,366,9/21/19,Atlanta,San Jose,3Ð1,3,1,east,west,4,regular,,,,,,h
2019,367,9/21/19,Vancouver,Columbus,1Ð1,1,1,west,east,2,regular,,,,,,t
2019,368,9/21/19,New England,Real Salt Lake,0Ð0,0,0,east,west,0,regular,,,,,,t
2019,369,9/21/19,FC Cincinnati,Chicago,0Ð0,0,0,east,east,0,regular,,,,,,t
2019,370,9/21/19,Houston,Orlando City,2Ð1,2,1,west,east,3,regular,,,,,,h
2019,371,9/21/19,Sporting KC,Colorado,2Ð3,2,3,west,west,5,regular,,,,,,a
2019,372,9/21/19,Los Angeles FC,Toronto FC,1Ð1,1,1,west,east,2,regular,,,,,,t
2019,373,9/21/19,LA Galaxy,Montreal,2Ð1,2,1,west,east,3,regular,,,,,,h
2019,374,9/22/19,Portland,Minnesota,0Ð0,0,0,west,west,0,regular,,,,,,t
2019,375,9/22/19,FC Dallas,NYCFC,1Ð1,1,1,west,east,2,regular,,,,,,t
2019,376,9/22/19,NY Red Bulls,Philadelphia,2Ð0,2,0,east,east,2,regular,,,,,,h
2019,377,9/22/19,D.C. United,Seattle,2Ð0,2,0,east,west,2,regular,,,,,,h
2019,378,9/25/19,NYCFC,Atlanta,4Ð1,4,1,east,east,5,regular,,,,,,h
2019,379,9/25/19,Minnesota,Sporting KC,2Ð1,2,1,west,west,3,regular,,,,,,h
2019,380,9/25/19,Real Salt Lake,LA Galaxy,1Ð2,1,2,west,west,3,regular,,,,,,a
2019,381,9/25/19,Portland,New England,2Ð2,2,2,west,east,4,regular,,,,,,t
2019,382,9/25/19,Los Angeles FC,Houston,3Ð1,3,1,west,west,4,regular,,,,,,h
2019,383,9/25/19,San Jose,Philadelphia,1Ð2,1,2,west,east,3,regular,,,,,,a
2019,384,9/29/19,Chicago,Toronto FC,2Ð2,2,2,east,east,4,regular,,,,,,t
2019,385,9/29/19,FC Cincinnati,Orlando City,1Ð1,1,1,east,east,2,regular,,,,,,t
2019,386,9/29/19,Columbus,Philadelphia,2Ð0,2,0,east,east,2,regular,,,,,,h
2019,387,9/29/19,NY Red Bulls,D.C. United,0Ð0,0,0,east,east,0,regular,,,,,,t
2019,388,9/29/19,New England,NYCFC,2Ð0,2,0,east,east,2,regular,,,,,,h
2019,389,9/29/19,Montreal,Atlanta,1Ð1,1,1,east,east,2,regular,,,,,,t
2019,390,9/29/19,LA Galaxy,Vancouver,3Ð4,3,4,west,west,7,regular,,,,,,a
2019,391,9/29/19,San Jose,Seattle,0Ð1,0,1,west,west,1,regular,,,,,,a
2019,392,9/29/19,Real Salt Lake,Houston,2Ð1,2,1,west,west,3,regular,,,,,,h
2019,393,9/29/19,Colorado,FC Dallas,3Ð0,3,0,west,west,3,regular,,,,,,h
2019,394,9/29/19,Sporting KC,Portland,2Ð2,2,2,west,west,4,regular,,,,,,t
2019,395,9/29/19,Minnesota,Los Angeles FC,1Ð1,1,1,west,west,2,regular,,,,,,t
2019,396,10/6/19,Los Angeles FC,Colorado,3Ð1,3,1,west,west,4,regular,,,,,,h
2019,397,10/6/19,Seattle,Minnesota,1Ð0,1,0,west,west,1,regular,,,,,,h
2019,398,10/6/19,Portland,San Jose,3Ð1,3,1,west,west,4,regular,,,,,,h
2019,399,10/6/19,Vancouver,Real Salt Lake,0Ð1,0,1,west,west,1,regular,,,,,,a
2019,400,10/6/19,FC Dallas,Sporting KC,6Ð0,6,0,west,west,6,regular,,,,,,h
2019,401,10/6/19,Houston,LA Galaxy,4Ð2,4,2,west,west,6,regular,,,,,,h
2019,402,10/6/19,Atlanta,New England,3Ð1,3,1,east,east,4,regular,,,,,,h
2019,403,10/6/19,Toronto FC,Columbus,1Ð0,1,0,east,east,1,regular,,,,,,h
2019,404,10/6/19,Philadelphia,NYCFC,1Ð2,1,2,east,east,3,regular,,,,,,a
2019,405,10/6/19,Orlando City,Chicago,2Ð5,2,5,east,east,8,regular,,,,,,a
2019,406,10/6/19,D.C. United,FC Cincinnati,0Ð0,0,0,east,east,0,regular,,,,,,t
2019,407,10/6/19,Montreal,NY Red Bulls,3Ð0,3,0,east,east,3,regular,,,,,,h
