Season,Unnamed: 0,Date,home,visitor,FT,hgoal,vgoal,hconf,vconf,totgoal,round,leg,hgoalaet,vgoalaet,hpen,vpen,hwins
2019,62,4/7/19,FC Cincinnati,Sporting KC,1Ð1,1,1,east,west,2,regular,,,,,,t
2019,63,4/9/19,D.C. United,Montreal,0Ð0,0,0,east,east,0,regular,,,,,,t
2019,64,4/12/19,Chicago,Vancouver,1Ð1,1,1,east,west,2,regular,,,,,,t
2019,65,4/13/19,Montreal,Columbus,1Ð0,1,0,east,east,1,regular,,,,,,h
2019,66,4/13/19,Houston,San Jose,2Ð1,2,1,west,west,3,regular,,,,,,h
2019,67,4/13/19,Seattle,Toronto FC,3Ð2,3,2,west,east,5,regular,,,,,,h
2019,68,4/13/19,Minnesota,NYCFC,3Ð3,3,3,west,east,6,regular,,,,,,t
2019,69,4/13/19,New England,Atlanta,0Ð2,0,2,east,east,2,regular,,,,,,a
2019,70,4/13/19,FC Dallas,Portland,2Ð1,2,1,west,west,3,regular,,,,,,h
2019,71,4/13/19,Colorado,D.C. United,2Ð3,2,3,west,east,5,regular,,,,,,a
2019,72,4/13/19,Real Salt Lake,Orlando City,2Ð1,2,1,west,east,3,regular,,,,,,h
2019,73,4/13/19,LA Galaxy,Philadelphia,2Ð0,2,0,west,east,2,regular,,,,,,h
2019,74,4/13/19,Los Angeles FC,FC Cincinnati,2Ð0,2,0,west,east,2,regular,,,,,,h
2019,75,4/14/19,Sporting KC,NY Red Bulls,2Ð2,2,2,west,east,4,regular,,,,,,t
2019,76,4/17/19,Vancouver,Los Angeles FC,1Ð0,1,0,west,west,1,regular,,,,,,h
2019,77,4/19/19,FC Cincinnati,Real Salt Lake,0Ð3,0,3,east,west,3,regular,,,,,,a
2019,78,4/19/19,Toronto FC,Minnesota,4Ð3,4,3,east,west,7,regular,,,,,,h
2019,79,4/19/19,LA Galaxy,Houston,2Ð1,2,1,west,west,3,regular,,,,,,h
2019,80,4/20/19,Chicago,Colorado,4Ð1,4,1,east,west,5,regular,,,,,,h
2019,81,4/20/19,Philadelphia,Montreal,3Ð0,3,0,east,east,3,regular,,,,,,h
2019,82,4/20/19,Orlando City,Vancouver,1Ð0,1,0,east,west,1,regular,,,,,,h
2019,83,4/20/19,Atlanta,FC Dallas,1Ð2,1,2,east,west,3,regular,,,,,,a
2019,84,4/20/19,New England,NY Red Bulls,1Ð0,1,0,east,east,1,regular,,,,,,h
2019,85,4/20/19,Columbus,Portland,1Ð3,1,3,east,west,4,regular,,,,,,a
2019,86,4/20/19,San Jose,Sporting KC,4Ð1,4,1,west,west,5,regular,,,,,,h
2019,87,4/21/19,D.C. United,NYCFC,0Ð2,0,2,east,east,2,regular,,,,,,a
2019,88,4/21/19,Los Angeles FC,Seattle,4Ð1,4,1,west,west,5,regular,,,,,,h
2019,89,4/24/19,NYCFC,Chicago,1Ð0,1,0,east,east,1,regular,,,,,,h
2019,90,4/24/19,New England,Montreal,0Ð3,0,3,east,east,3,regular,,,,,,a
2019,91,4/24/19,Columbus,D.C. United,0Ð1,0,1,east,east,1,regular,,,,,,a
2019,92,4/24/19,Minnesota,LA Galaxy,0Ð0,0,0,west,west,0,regular,,,,,,t
2019,93,4/24/19,Seattle,San Jose,2Ð2,2,2,west,west,4,regular,,,,,,t
2019,94,4/27/19,NYCFC,Orlando City,1Ð1,1,1,east,east,2,regular,,,,,,t
2019,95,4/27/19,Toronto FC,Portland,1Ð2,1,2,east,west,3,regular,,,,,,a
2019,96,4/27/19,FC Dallas,San Jose,0Ð0,0,0,west,west,0,regular,,,,,,t
2019,97,4/27/19,Vancouver,Philadelphia,1Ð1,1,1,west,east,2,regular,,,,,,t
2019,98,4/27/19,Atlanta,Colorado,1Ð0,1,0,east,west,1,regular,,,,,,h
2019,99,4/27/19,NY Red Bulls,FC Cincinnati,1Ð0,1,0,east,east,1,regular,,,,,,h
2019,100,4/27/19,Sporting KC,New England,4Ð4,4,4,west,east,8,regular,,,,,,t
2019,101,4/27/19,Houston,Columbus,2Ð0,2,0,west,east,2,regular,,,,,,h
2019,102,4/28/19,Montreal,Chicago,1Ð0,1,0,east,east,1,regular,,,,,,h
2019,103,4/28/19,Minnesota,D.C. United,1Ð0,1,0,west,east,1,regular,,,,,,h
2019,104,4/28/19,Seattle,Los Angeles FC,1Ð1,1,1,west,west,2,regular,,,,,,t
2019,105,4/28/19,LA Galaxy,Real Salt Lake,2Ð1,2,1,west,west,3,regular,,,,,,h
2019,106,5/1/19,Philadelphia,FC Cincinnati,2Ð0,2,0,east,east,2,regular,,,,,,h
2019,107,5/3/19,Colorado,Vancouver,2Ð3,2,3,west,west,5,regular,,,,,,a
2019,108,5/4/19,NY Red Bulls,LA Galaxy,3Ð2,3,2,east,west,5,regular,,,,,,h
2019,109,5/4/19,Houston,FC Dallas,2Ð1,2,1,west,west,3,regular,,,,,,h
2019,110,5/4/19,Orlando City,Toronto FC,0Ð2,0,2,east,east,2,regular,,,,,,a
2019,111,5/4/19,Montreal,NYCFC,0Ð2,0,2,east,east,2,regular,,,,,,a
2019,112,5/4/19,Philadelphia,New England,6Ð1,6,1,east,east,7,regular,,,,,,h
2019,113,5/4/19,Minnesota,Seattle,1Ð1,1,1,west,west,2,regular,,,,,,t
2019,114,5/4/19,D.C. United,Columbus,3Ð1,3,1,east,east,4,regular,,,,,,h
2019,115,5/4/19,Real Salt Lake,Portland,1Ð2,1,2,west,west,3,regular,,,,,,a
2019,116,5/4/19,San Jose,FC Cincinnati,1Ð0,1,0,west,east,1,regular,,,,,,h
2019,117,5/4/19,Los Angeles FC,Chicago,0Ð0,0,0,west,east,0,regular,,,,,,t
2019,118,5/5/19,Sporting KC,Atlanta,0Ð3,0,3,west,east,3,regular,,,,,,a
2019,119,5/8/19,Atlanta,Toronto FC,2Ð0,2,0,east,east,2,regular,,,,,,h
2019,120,5/8/19,Columbus,LA Galaxy,3Ð1,3,1,east,west,4,regular,,,,,,h
2019,121,5/8/19,Chicago,New England,5Ð0,5,0,east,east,5,regular,,,,,,h
2019,122,5/8/19,NY Red Bulls,Montreal,1Ð2,1,2,east,east,3,regular,,,,,,a
2019,123,5/10/19,Vancouver,Portland,1Ð0,1,0,west,west,1,regular,,,,,,h
2019,124,5/11/19,FC Cincinnati,Montreal,2Ð1,2,1,east,east,3,regular,,,,,,h
2019,125,5/11/19,FC Dallas,NY Red Bulls,1Ð3,1,3,west,east,4,regular,,,,,,a
2019,126,5/11/19,Toronto FC,Philadelphia,1Ð2,1,2,east,east,3,regular,,,,,,a
2019,127,5/11/19,LA Galaxy,NYCFC,0Ð2,0,2,west,east,2,regular,,,,,,a
2019,128,5/11/19,Columbus,Los Angeles FC,0Ð3,0,3,east,west,3,regular,,,,,,a
2019,129,5/11/19,New England,San Jose,3Ð1,3,1,east,west,4,regular,,,,,,h
2019,130,5/11/19,Chicago,Minnesota,2Ð0,2,0,east,west,2,regular,,,,,,h
2019,131,5/11/19,Colorado,Real Salt Lake,2Ð3,2,3,west,west,5,regular,,,,,,a
2019,132,5/11/19,Seattle,Houston,1Ð0,1,0,west,west,1,regular,,,,,,h
2019,133,5/12/19,Atlanta,Orlando City,1Ð0,1,0,east,east,1,regular,,,,,,h
2019,134,5/12/19,D.C. United,Sporting KC,1Ð0,1,0,east,west,1,regular,,,,,,h
2019,135,5/15/19,Toronto FC,D.C. United,0Ð0,0,0,east,east,0,regular,,,,,,t
2019,136,5/15/19,Houston,Portland,1Ð1,1,1,west,west,2,regular,,,,,,t
2019,137,5/15/19,Vancouver,Atlanta,0Ð1,0,1,west,east,1,regular,,,,,,a
2019,138,5/15/19,Seattle,Orlando City,2Ð1,2,1,west,east,3,regular,,,,,,h
2019,139,5/16/19,Los Angeles FC,FC Dallas,2Ð0,2,0,west,west,2,regular,,,,,,h
2019,140,5/18/19,Montreal,New England,0Ð0,0,0,east,east,0,regular,,,,,,t
2019,141,5/18/19,Real Salt Lake,Toronto FC,3Ð0,3,0,west,east,3,regular,,,,,,h
2019,142,5/18/19,San Jose,Chicago,4Ð1,4,1,west,east,5,regular,,,,,,h
2019,143,5/18/19,Philadelphia,Seattle,0Ð0,0,0,east,west,0,regular,,,,,,t
2019,144,5/18/19,Minnesota,Columbus,1Ð0,1,0,west,east,1,regular,,,,,,h
2019,145,5/18/19,Sporting KC,Vancouver,1Ð1,1,1,west,west,2,regular,,,,,,t
2019,146,5/18/19,Houston,D.C. United,2Ð1,2,1,west,east,3,regular,,,,,,h
2019,147,5/19/19,Orlando City,FC Cincinnati,5Ð1,5,1,east,east,6,regular,,,,,,h
2019,148,5/19/19,NY Red Bulls,Atlanta,1Ð0,1,0,east,east,1,regular,,,,,,h
2019,149,5/19/19,FC Dallas,Los Angeles FC,1Ð1,1,1,west,west,2,regular,,,,,,t
2019,150,5/19/19,LA Galaxy,Colorado,0Ð1,0,1,west,west,1,regular,,,,,,a
2019,151,5/22/19,NY Red Bulls,Vancouver,2Ð2,2,2,east,west,4,regular,,,,,,t
2019,152,5/24/19,Orlando City,LA Galaxy,0Ð1,0,1,east,west,1,regular,,,,,,a
2019,153,5/24/19,Real Salt Lake,Atlanta,2Ð1,2,1,west,east,3,regular,,,,,,h
2019,154,5/24/19,Los Angeles FC,Montreal,4Ð2,4,2,west,east,6,regular,,,,,,h
2019,155,5/25/19,Chicago,NYCFC,1Ð1,1,1,east,east,2,regular,,,,,,t
2019,156,5/25/19,Vancouver,FC Dallas,2Ð1,2,1,west,west,3,regular,,,,,,h
2019,157,5/25/19,New England,D.C. United,1Ð1,1,1,east,east,2,regular,,,,,,t
2019,158,5/25/19,FC Cincinnati,NY Red Bulls,0Ð2,0,2,east,east,2,regular,,,,,,a
2019,159,5/25/19,Philadelphia,Portland,1Ð3,1,3,east,west,4,regular,,,,,,a
2019,160,5/25/19,Minnesota,Houston,1Ð0,1,0,west,west,1,regular,,,,,,h
2019,161,5/25/19,Colorado,Columbus,3Ð2,3,2,west,east,5,regular,,,,,,h
2019,162,5/26/19,Sporting KC,Seattle,3Ð2,3,2,west,west,5,regular,,,,,,h
2019,163,5/26/19,Toronto FC,San Jose,1Ð2,1,2,east,west,3,regular,,,,,,a
2019,164,5/29/19,Atlanta,Minnesota,3Ð0,3,0,east,west,3,regular,,,,,,h
2019,165,5/29/19,Montreal,Real Salt Lake,2Ð1,2,1,east,west,3,regular,,,,,,h
2019,166,5/29/19,D.C. United,Chicago,3Ð3,3,3,east,east,6,regular,,,,,,t
2019,167,5/29/19,Sporting KC,LA Galaxy,0Ð2,0,2,west,west,2,regular,,,,,,a
2019,168,5/29/19,Philadelphia,Colorado,1Ð1,1,1,east,west,2,regular,,,,,,t
2019,169,5/31/19,Vancouver,Toronto FC,1Ð1,1,1,west,east,2,regular,,,,,,t
2019,170,6/1/19,Montreal,Orlando City,0Ð3,0,3,east,east,3,regular,,,,,,a
2019,171,6/1/19,Atlanta,Chicago,2Ð0,2,0,east,east,2,regular,,,,,,h
2019,172,6/1/19,NY Red Bulls,Real Salt Lake,4Ð0,4,0,east,west,4,regular,,,,,,h
2019,173,6/1/19,Columbus,NYCFC,2Ð2,2,2,east,east,4,regular,,,,,,t
2019,174,6/1/19,FC Dallas,Seattle,2Ð1,2,1,west,west,3,regular,,,,,,h
2019,175,6/1/19,D.C. United,San Jose,1Ð1,1,1,east,west,2,regular,,,,,,t
2019,176,6/1/19,Colorado,FC Cincinnati,3Ð1,3,1,west,east,4,regular,,,,,,h
2019,177,6/1/19,Houston,Sporting KC,1Ð1,1,1,west,west,2,regular,,,,,,t
2019,178,6/1/19,Portland,Los Angeles FC,2Ð3,2,3,west,west,5,regular,,,,,,a
2019,179,6/2/19,Minnesota,Philadelphia,2Ð3,2,3,west,east,5,regular,,,,,,a
2019,180,6/2/19,LA Galaxy,New England,1Ð2,1,2,west,east,3,regular,,,,,,a
2019,181,6/5/19,Montreal,Seattle,2Ð1,2,1,east,west,3,regular,,,,,,h
2019,182,6/6/19,NYCFC,FC Cincinnati,5Ð2,5,2,east,east,7,regular,,,,,,h
2019,183,6/7/19,Toronto FC,Sporting KC,2Ð2,2,2,east,west,4,regular,,,,,,t
2019,184,6/8/19,San Jose,FC Dallas,2Ð2,2,2,west,west,4,regular,,,,,,t
2019,185,6/8/19,Philadelphia,NY Red Bulls,3Ð2,3,2,east,east,5,regular,,,,,,h
2019,186,6/8/19,Colorado,Minnesota,1Ð0,1,0,west,west,1,regular,,,,,,h
2019,187,6/22/19,FC Cincinnati,LA Galaxy,0Ð2,0,2,east,west,2,regular,,,,,,a
2019,188,6/22/19,FC Dallas,Toronto FC,3Ð0,3,0,west,east,3,regular,,,,,,h
2019,189,6/22/19,Chicago,Real Salt Lake,1Ð1,1,1,east,west,2,regular,,,,,,t
2019,190,6/22/19,Vancouver,Colorado,2Ð2,2,2,west,west,4,regular,,,,,,t
2019,191,6/22/19,Portland,Houston,4Ð0,4,0,west,west,4,regular,,,,,,h
2019,192,6/23/19,Columbus,Sporting KC,0Ð1,0,1,east,west,1,regular,,,,,,a
2019,193,6/26/19,New England,Philadelphia,1Ð1,1,1,east,east,2,regular,,,,,,t
2019,194,6/26/19,Montreal,Portland,2Ð1,2,1,east,west,3,regular,,,,,,h
2019,195,6/26/19,Toronto FC,Atlanta,3Ð2,3,2,east,east,5,regular,,,,,,h
2019,196,6/26/19,D.C. United,Orlando City,1Ð0,1,0,east,east,1,regular,,,,,,h
2019,197,6/26/19,FC Dallas,Vancouver,2Ð2,2,2,west,west,4,regular,,,,,,t
2019,198,6/26/19,San Jose,Houston,2Ð0,2,0,west,west,2,regular,,,,,,h
2019,199,6/28/19,NY Red Bulls,Chicago,3Ð1,3,1,east,east,4,regular,,,,,,h
2019,200,6/28/19,Colorado,Los Angeles FC,1Ð0,1,0,west,west,1,regular,,,,,,h
2019,201,6/29/19,Minnesota,FC Cincinnati,7Ð1,7,1,west,east,8,regular,,,,,,h
2019,202,6/29/19,Atlanta,Montreal,2Ð1,2,1,east,east,3,regular,,,,,,h
2019,203,6/29/19,NYCFC,Philadelphia,4Ð2,4,2,east,east,6,regular,,,,,,h
2019,204,6/29/19,New England,Houston,2Ð1,2,1,east,west,3,regular,,,,,,h
2019,205,6/29/19,Columbus,Orlando City,0Ð2,0,2,east,east,2,regular,,,,,,a
2019,206,6/29/19,D.C. United,Toronto FC,1Ð1,1,1,east,east,2,regular,,,,,,t
2019,207,6/29/19,Seattle,Vancouver,1Ð0,1,0,west,west,1,regular,,,,,,h
2019,208,6/29/19,San Jose,LA Galaxy,3Ð0,3,0,west,west,3,regular,,,,,,h
2019,209,6/29/19,Real Salt Lake,Sporting KC,2Ð0,2,0,west,west,2,regular,,,,,,h
2019,210,6/30/19,Portland,FC Dallas,1Ð0,1,0,west,west,1,regular,,,,,,h
2019,211,7/3/19,NYCFC,Seattle,3Ð0,3,0,east,west,3,regular,,,,,,h
2019,212,7/3/19,Orlando City,Philadelphia,1Ð3,1,3,east,east,4,regular,,,,,,a
2019,213,7/3/19,Chicago,Atlanta,5Ð1,5,1,east,east,6,regular,,,,,,h
2019,214,7/3/19,Minnesota,San Jose,3Ð1,3,1,west,west,4,regular,,,,,,h
2019,215,7/3/19,Sporting KC,Los Angeles FC,1Ð5,1,5,west,west,6,regular,,,,,,a
2019,216,7/3/19,Houston,NY Red Bulls,4Ð0,4,0,west,east,4,regular,,,,,,h
2019,217,7/3/19,Real Salt Lake,Columbus,1Ð0,1,0,west,east,1,regular,,,,,,h
2019,218,7/4/19,Colorado,New England,1Ð2,1,2,west,east,3,regular,,,,,,a
2019,219,7/4/19,FC Dallas,D.C. United,2Ð0,2,0,west,east,2,regular,,,,,,h
2019,220,7/4/19,LA Galaxy,Toronto FC,2Ð0,2,0,west,east,2,regular,,,,,,h
2019,221,7/6/19,Montreal,Minnesota,2Ð3,2,3,east,west,5,regular,,,,,,a
2019,222,7/6/19,FC Cincinnati,Houston,3Ð2,3,2,east,west,5,regular,,,,,,h
2019,223,7/6/19,Columbus,Seattle,1Ð2,1,2,east,west,3,regular,,,,,,a
2019,224,7/6/19,Sporting KC,Chicago,1Ð0,1,0,west,east,1,regular,,,,,,h
2019,225,7/6/19,Los Angeles FC,Vancouver,6Ð1,6,1,west,west,7,regular,,,,,,h
2019,226,7/6/19,San Jose,Real Salt Lake,1Ð0,1,0,west,west,1,regular,,,,,,h
2019,227,7/7/19,Atlanta,NY Red Bulls,3Ð3,3,3,east,east,6,regular,,,,,,t
2019,228,7/7/19,Philadelphia,Orlando City,2Ð2,2,2,east,east,4,regular,,,,,,t
2019,229,7/7/19,NYCFC,Portland,0Ð1,0,1,east,west,1,regular,,,,,,a
2019,230,7/12/19,D.C. United,New England,2Ð2,2,2,east,east,4,regular,,,,,,t
2019,231,7/12/19,Houston,Los Angeles FC,1Ð3,1,3,west,west,4,regular,,,,,,a
2019,232,7/12/19,LA Galaxy,San Jose,1Ð3,1,3,west,west,4,regular,,,,,,a
2019,233,7/13/19,Orlando City,Columbus,1Ð0,1,0,east,east,1,regular,,,,,,h
2019,234,7/13/19,Montreal,Toronto FC,0Ð2,0,2,east,east,2,regular,,,,,,a
2019,235,7/13/19,Chicago,FC Cincinnati,1Ð2,1,2,east,east,3,regular,,,,,,a
2019,236,7/13/19,Minnesota,FC Dallas,1Ð0,1,0,west,west,1,regular,,,,,,h
2019,237,7/13/19,Vancouver,Sporting KC,0Ð3,0,3,west,west,3,regular,,,,,,a
2019,238,7/13/19,Real Salt Lake,Philadelphia,4Ð0,4,0,west,east,4,regular,,,,,,h
2019,239,7/13/19,Portland,Colorado,2Ð2,2,2,west,west,4,regular,,,,,,t
2019,240,7/14/19,Seattle,Atlanta,2Ð1,2,1,west,east,3,regular,,,,,,h
2019,241,7/14/19,NY Red Bulls,NYCFC,2Ð1,2,1,east,east,3,regular,,,,,,h
2019,242,7/17/19,New England,Vancouver,4Ð0,4,0,east,west,4,regular,,,,,,h
2019,243,7/17/19,Atlanta,Houston,5Ð0,5,0,east,west,5,regular,,,,,,h
2019,244,7/17/19,Chicago,Columbus,2Ð2,2,2,east,east,4,regular,,,,,,t
2019,245,7/17/19,Toronto FC,NY Red Bulls,3Ð1,3,1,east,east,4,regular,,,,,,h
2019,246,7/18/19,FC Cincinnati,D.C. United,1Ð4,1,4,east,east,5,regular,,,,,,a
2019,247,7/18/19,Portland,Orlando City,1Ð1,1,1,west,east,2,regular,,,,,,t
2019,248,7/19/19,LA Galaxy,Los Angeles FC,3Ð2,3,2,west,west,5,regular,,,,,,h
2019,249,7/20/19,Columbus,Montreal,2Ð1,2,1,east,east,3,regular,,,,,,h
2019,250,7/20/19,Toronto FC,Houston,1Ð3,1,3,east,west,4,regular,,,,,,a
2019,251,7/20/19,Philadelphia,Chicago,2Ð0,2,0,east,east,2,regular,,,,,,h
2019,252,7/20/19,Sporting KC,FC Dallas,0Ð2,0,2,west,west,2,regular,,,,,,a
2019,253,7/20/19,Colorado,NYCFC,1Ð2,1,2,west,east,3,regular,,,,,,a
2019,254,7/20/19,Vancouver,San Jose,1Ð3,1,3,west,west,4,regular,,,,,,a
2019,255,7/20/19,Real Salt Lake,Minnesota,1Ð1,1,1,west,west,2,regular,,,,,,t
2019,256,7/21/19,Atlanta,D.C. United,2Ð0,2,0,east,east,2,regular,,,,,,h
2019,257,7/21/19,FC Cincinnati,New England,0Ð2,0,2,east,east,2,regular,,,,,,a
2019,258,7/21/19,Orlando City,NY Red Bulls,0Ð1,0,1,east,east,1,regular,,,,,,a
2019,259,7/21/19,Seattle,Portland,1Ð2,1,2,west,west,3,regular,,,,,,a
2019,260,7/26/19,NYCFC,Sporting KC,3Ð1,3,1,east,west,4,regular,,,,,,h
2019,261,7/26/19,Los Angeles FC,Atlanta,4Ð3,4,3,west,east,7,regular,,,,,,h
2019,262,7/27/19,New England,Orlando City,4Ð1,4,1,east,east,5,regular,,,,,,h
2019,263,7/27/19,NY Red Bulls,Columbus,2Ð3,2,3,east,east,5,regular,,,,,,a
2019,264,7/27/19,FC Dallas,Real Salt Lake,0Ð0,0,0,west,west,0,regular,,,,,,t
2019,265,7/27/19,Chicago,D.C. United,0Ð0,0,0,east,east,0,regular,,,,,,t
2019,266,7/27/19,Minnesota,Vancouver,0Ð0,0,0,west,west,0,regular,,,,,,t
2019,267,7/27/19,Houston,Seattle,0Ð1,0,1,west,west,1,regular,,,,,,a
2019,268,7/27/19,Montreal,Philadelphia,4Ð0,4,0,east,east,4,regular,,,,,,h
2019,269,7/27/19,Toronto FC,FC Cincinnati,2Ð1,2,1,east,east,3,regular,,,,,,h
2019,270,7/27/19,San Jose,Colorado,3Ð1,3,1,west,west,4,regular,,,,,,h
2019,271,7/27/19,Portland,LA Galaxy,4Ð0,4,0,west,west,4,regular,,,,,,h
2019,272,8/3/19,Atlanta,LA Galaxy,3Ð0,3,0,east,west,3,regular,,,,,,h
2019,273,8/3/19,NY Red Bulls,Toronto FC,2Ð0,2,0,east,east,2,regular,,,,,,h
2019,274,8/3/19,New England,Los Angeles FC,0Ð2,0,2,east,west,2,regular,,,,,,a
2019,275,8/3/19,Orlando City,FC Dallas,2Ð0,2,0,east,west,2,regular,,,,,,h
2019,276,8/3/19,FC Cincinnati,Vancouver,1Ð2,1,2,east,west,3,regular,,,,,,a
2019,277,8/3/19,Colorado,Montreal,6Ð3,6,3,west,east,9,regular,,,,,,h
2019,278,8/3/19,Houston,Chicago,0Ð1,0,1,west,east,1,regular,,,,,,a
2019,279,8/3/19,San Jose,Columbus,1Ð1,1,1,west,east,2,regular,,,,,,t
