,Date,Season,home,visitor,FT,hgoal,vgoal,hconf,vconf,totgoal,round,leg,hgoalaet,vgoalaet,hpen,vpen
3824,2013-08-12,2013,CD Chivas USA,Colorado Rapids,1-1,1,1,West,West,2,regular,,,,,
3825,2013-08-17,2013,Montreal Impact,DC United,2-1,2,1,East,East,3,regular,,,,,
3826,2013-08-17,2013,New England Revolution,Chicago Fire,2-0,2,0,East,East,2,regular,,,,,
3827,2013-08-17,2013,Columbus Crew,Toronto FC,2-0,2,0,East,East,2,regular,,,,,
3828,2013-08-17,2013,New York Red Bulls,Philadelphia Union,0-0,0,0,East,East,0,regular,,,,,
3829,2013-08-17,2013,Houston Dynamo,Seattle Sounders,3-1,3,1,East,West,4,regular,,,,,
3830,2013-08-17,2013,Colorado Rapids,Vancouver Whitecaps,2-0,2,0,West,West,2,regular,,,,,
3831,2013-08-18,2013,LA Galaxy,Real Salt Lake,4-2,4,2,West,West,6,regular,,,,,
3832,2013-08-18,2013,Portland Timbers,FC Dallas,2-1,2,1,West,West,3,regular,,,,,
3833,2013-08-19,2013,San Jose Earthquakes,Sporting Kansas City,1-0,1,0,West,East,1,regular,,,,,
3834,2013-08-22,2013,CD Chivas USA,FC Dallas,1-3,1,3,West,West,4,regular,,,,,
3835,2013-08-22,2013,Portland Timbers,Real Salt Lake,3-3,3,3,West,West,6,regular,,,,,
3836,2013-08-23,2013,Chicago Fire,Sporting Kansas City,1-0,1,0,East,East,1,regular,,,,,
3837,2013-08-24,2013,Montreal Impact,Houston Dynamo,5-0,5,0,East,East,5,regular,,,,,
3838,2013-08-24,2013,DC United,Toronto FC,1-1,1,1,East,East,2,regular,,,,,
3839,2013-08-24,2013,Vancouver Whitecaps,LA Galaxy,0-1,0,1,West,West,1,regular,,,,,
3840,2013-08-24,2013,FC Dallas,San Jose Earthquakes,2-2,2,2,West,West,4,regular,,,,,
3841,2013-08-24,2013,Real Salt Lake,Columbus Crew,4-0,4,0,West,East,4,regular,,,,,
3842,2013-08-25,2013,CD Chivas USA,New York Red Bulls,3-2,3,2,West,East,5,regular,,,,,
3843,2013-08-25,2013,New England Revolution,Philadelphia Union,5-1,5,1,East,East,6,regular,,,,,
3844,2013-08-26,2013,Seattle Sounders,Portland Timbers,1-0,1,0,West,West,1,regular,,,,,
3845,2013-08-30,2013,Toronto FC,New England Revolution,1-1,1,1,East,East,2,regular,,,,,
3846,2013-08-31,2013,Real Salt Lake,Portland Timbers,4-2,4,2,West,West,6,regular,,,,,
3847,2013-08-31,2013,Philadelphia Union,Montreal Impact,0-0,0,0,East,East,0,regular,,,,,
3848,2013-08-31,2013,New York Red Bulls,DC United,2-1,2,1,East,East,3,regular,,,,,
3849,2013-08-31,2013,Sporting Kansas City,Colorado Rapids,2-1,2,1,East,West,3,regular,,,,,
3850,2013-08-31,2013,Columbus Crew,Seattle Sounders,0-1,0,1,East,West,1,regular,,,,,
3851,2013-09-01,2013,LA Galaxy,San Jose Earthquakes,3-0,3,0,West,West,3,regular,,,,,
3852,2013-09-01,2013,Chicago Fire,Houston Dynamo,1-1,1,1,East,East,2,regular,,,,,
3853,2013-09-01,2013,Vancouver Whitecaps,CD Chivas USA,2-2,2,2,West,West,4,regular,,,,,
3854,2013-09-04,2013,Columbus Crew,Houston Dynamo,2-0,2,0,East,East,2,regular,,,,,
3855,2013-09-05,2013,Seattle Sounders,CD Chivas USA,1-0,1,0,West,West,1,regular,,,,,
3856,2013-09-07,2013,FC Dallas,Vancouver Whitecaps,3-1,3,1,West,West,4,regular,,,,,
3857,2013-09-07,2013,Sporting Kansas City,Columbus Crew,3-0,3,0,East,East,3,regular,,,,,
3858,2013-09-08,2013,Seattle Sounders,Chicago Fire,2-1,2,1,West,East,3,regular,,,,,
3859,2013-09-08,2013,LA Galaxy,Colorado Rapids,0-1,0,1,West,West,1,regular,,,,,
3860,2013-09-08,2013,Portland Timbers,Toronto FC,4-0,4,0,West,East,4,regular,,,,,
3861,2013-09-08,2013,Houston Dynamo,New York Red Bulls,1-4,1,4,East,East,5,regular,,,,,
3862,2013-09-08,2013,New England Revolution,Montreal Impact,2-4,2,4,East,East,6,regular,,,,,
3863,2013-09-08,2013,CD Chivas USA,DC United,1-0,1,0,West,East,1,regular,,,,,
3864,2013-09-09,2013,San Jose Earthquakes,Philadelphia Union,1-0,1,0,West,East,1,regular,,,,,
3865,2013-09-11,2013,Toronto FC,Chicago Fire,1-1,1,1,East,East,2,regular,,,,,
3866,2013-09-14,2013,Seattle Sounders,Real Salt Lake,2-0,2,0,West,West,2,regular,,,,,
3867,2013-09-14,2013,Montreal Impact,Columbus Crew,1-2,1,2,East,East,3,regular,,,,,
3868,2013-09-14,2013,DC United,LA Galaxy,2-2,2,2,East,West,4,regular,,,,,
3869,2013-09-14,2013,New York Red Bulls,Toronto FC,2-0,2,0,East,East,2,regular,,,,,
3870,2013-09-14,2013,Philadelphia Union,Houston Dynamo,0-1,0,1,East,East,1,regular,,,,,
3871,2013-09-14,2013,Chicago Fire,New England Revolution,3-2,3,2,East,East,5,regular,,,,,
3872,2013-09-14,2013,Colorado Rapids,FC Dallas,2-1,2,1,West,West,3,regular,,,,,
3873,2013-09-15,2013,CD Chivas USA,Portland Timbers,1-1,1,1,West,West,2,regular,,,,,
3874,2013-09-15,2013,San Jose Earthquakes,Vancouver Whitecaps,0-0,0,0,West,West,0,regular,,,,,
3875,2013-09-21,2013,Portland Timbers,Colorado Rapids,1-0,1,0,West,West,1,regular,,,,,
3876,2013-09-21,2013,Montreal Impact,Vancouver Whitecaps,0-3,0,3,East,West,3,regular,,,,,
3877,2013-09-21,2013,Toronto FC,Sporting Kansas City,1-2,1,2,East,East,3,regular,,,,,
3878,2013-09-21,2013,New England Revolution,DC United,2-1,2,1,East,East,3,regular,,,,,
3879,2013-09-21,2013,Columbus Crew,Chicago Fire,3-0,3,0,East,East,3,regular,,,,,
3880,2013-09-21,2013,Houston Dynamo,CD Chivas USA,5-1,5,1,East,West,6,regular,,,,,
3881,2013-09-21,2013,Real Salt Lake,San Jose Earthquakes,1-2,1,2,West,West,3,regular,,,,,
3882,2013-09-22,2013,LA Galaxy,Seattle Sounders,1-1,1,1,West,West,2,regular,,,,,
3883,2013-09-22,2013,New York Red Bulls,FC Dallas,1-0,1,0,East,West,1,regular,,,,,
3884,2013-09-27,2013,Sporting Kansas City,Philadelphia Union,0-1,0,1,East,East,1,regular,,,,,
3885,2013-09-28,2013,Toronto FC,DC United,4-1,4,1,East,East,5,regular,,,,,
3886,2013-09-28,2013,Vancouver Whitecaps,Real Salt Lake,0-1,0,1,West,West,1,regular,,,,,
3887,2013-09-28,2013,New England Revolution,Houston Dynamo,1-1,1,1,East,East,2,regular,,,,,
3888,2013-09-28,2013,Chicago Fire,Montreal Impact,2-2,2,2,East,East,4,regular,,,,,
3889,2013-09-29,2013,Portland Timbers,LA Galaxy,1-0,1,0,West,West,1,regular,,,,,
3890,2013-09-29,2013,FC Dallas,Columbus Crew,2-4,2,4,West,East,6,regular,,,,,
3891,2013-09-29,2013,Seattle Sounders,New York Red Bulls,1-1,1,1,West,East,2,regular,,,,,
3892,2013-09-30,2013,CD Chivas USA,San Jose Earthquakes,0-1,0,1,West,West,1,regular,,,,,
3893,2013-10-04,2013,DC United,Chicago Fire,0-3,0,3,East,East,3,regular,,,,,
3894,2013-10-04,2013,Houston Dynamo,Montreal Impact,1-0,1,0,East,East,1,regular,,,,,
3895,2013-10-05,2013,New York Red Bulls,New England Revolution,2-2,2,2,East,East,4,regular,,,,,
3896,2013-10-05,2013,Columbus Crew,Sporting Kansas City,0-1,0,1,East,East,1,regular,,,,,
3897,2013-10-05,2013,Philadelphia Union,Toronto FC,1-0,1,0,East,East,1,regular,,,,,
3898,2013-10-05,2013,Real Salt Lake,FC Dallas,1-1,1,1,West,West,2,regular,,,,,
3899,2013-10-06,2013,Colorado Rapids,Seattle Sounders,5-1,5,1,West,West,6,regular,,,,,
3900,2013-10-06,2013,LA Galaxy,CD Chivas USA,5-0,5,0,West,West,5,regular,,,,,
3901,2013-10-06,2013,Vancouver Whitecaps,Portland Timbers,2-2,2,2,West,West,4,regular,,,,,
3902,2013-10-09,2013,Houston Dynamo,Sporting Kansas City,0-0,0,0,East,East,0,regular,,,,,
3903,2013-10-10,2013,Seattle Sounders,Vancouver Whitecaps,1-4,1,4,West,West,5,regular,,,,,
3904,2013-10-10,2013,San Jose Earthquakes,Colorado Rapids,1-0,1,0,West,West,1,regular,,,,,
3905,2013-10-12,2013,Montreal Impact,New England Revolution,0-1,0,1,East,East,1,regular,,,,,
3906,2013-10-12,2013,DC United,Philadelphia Union,1-1,1,1,East,East,2,regular,,,,,
3907,2013-10-12,2013,FC Dallas,Chicago Fire,2-3,2,3,West,East,5,regular,,,,,
3908,2013-10-13,2013,Portland Timbers,Seattle Sounders,1-0,1,0,West,West,1,regular,,,,,
3909,2013-10-17,2013,LA Galaxy,Montreal Impact,1-0,1,0,West,East,1,regular,,,,,
3910,2013-10-18,2013,Sporting Kansas City,DC United,1-0,1,0,East,East,1,regular,,,,,
3911,2013-10-19,2013,Montreal Impact,Philadelphia Union,2-1,2,1,East,East,3,regular,,,,,
3912,2013-10-19,2013,FC Dallas,Seattle Sounders,2-0,2,0,West,West,2,regular,,,,,
3913,2013-10-19,2013,Colorado Rapids,Vancouver Whitecaps,3-2,3,2,West,West,5,regular,,,,,
3914,2013-10-19,2013,New England Revolution,Columbus Crew,3-2,3,2,East,East,5,regular,,,,,
3915,2013-10-19,2013,Chicago Fire,Toronto FC,1-0,1,0,East,East,1,regular,,,,,
3916,2013-10-20,2013,Portland Timbers,Real Salt Lake,0-0,0,0,West,West,0,regular,,,,,
3917,2013-10-20,2013,Houston Dynamo,New York Red Bulls,0-3,0,3,East,East,3,regular,,,,,
3918,2013-10-20,2013,LA Galaxy,San Jose Earthquakes,0-0,0,0,West,West,0,regular,,,,,
3919,2013-10-23,2013,Real Salt Lake,CD Chivas USA,2-1,2,1,West,West,3,regular,,,,,
3920,2013-10-26,2013,Philadelphia Union,Sporting Kansas City,1-2,1,2,East,East,3,regular,,,,,
3921,2013-10-26,2013,Toronto FC,Montreal Impact,1-0,1,0,East,East,1,regular,,,,,
3922,2013-10-26,2013,San Jose Earthquakes,FC Dallas,2-1,2,1,West,West,3,regular,,,,,
3923,2013-10-27,2013,CD Chivas USA,Portland Timbers,0-5,0,5,West,West,5,regular,,,,,
3924,2013-10-27,2013,DC United,Houston Dynamo,1-2,1,2,East,East,3,regular,,,,,
3925,2013-10-27,2013,Columbus Crew,New England Revolution,0-1,0,1,East,East,1,regular,,,,,
3926,2013-10-27,2013,New York Red Bulls,Chicago Fire,5-2,5,2,East,East,7,regular,,,,,
3927,2013-10-27,2013,Vancouver Whitecaps,Colorado Rapids,3-0,3,0,West,West,3,regular,,,,,
3928,2013-10-27,2013,Seattle Sounders,LA Galaxy,1-1,1,1,West,West,2,regular,,,,,
3929,2013-10-31,2013,Seattle Sounders,Colorado Rapids,2-0,2,0,West,West,2,play_in,,,,,
3930,2013-10-31,2013,Houston Dynamo,Montreal Impact,3-0,3,0,East,East,3,play_in,,,,,
3931,2013-11-02,2013,New England Revolution,Sporting Kansas City,2-1,2,1,East,East,3,conf_semi,1.0,,,,
3932,2013-11-03,2013,Seattle Sounders,Portland Timbers,1-2,1,2,West,West,3,conf_semi,1.0,,,,
3933,2013-11-03,2013,Houston Dynamo,New York Red Bulls,2-2,2,2,East,East,4,conf_semi,1.0,,,,
3934,2013-11-03,2013,LA Galaxy,Real Salt Lake,1-0,1,0,West,West,1,conf_semi,1.0,,,,
3935,2013-11-06,2013,New York Red Bulls,Houston Dynamo,1-1,1,1,East,East,2,conf_semi,2.0,1.0,2.0,,
3936,2013-11-06,2013,Sporting Kansas City,New England Revolution,2-1,2,1,East,East,3,conf_semi,2.0,3.0,1.0,,
3937,2013-11-07,2013,Real Salt Lake,LA Galaxy,1-0,1,0,West,West,1,conf_semi,2.0,2.0,0.0,,
3938,2013-11-08,2013,Portland Timbers,Seattle Sounders,3-2,3,2,West,West,5,conf_semi,2.0,,,,
3939,2013-11-09,2013,Houston Dynamo,Sporting Kansas City,0-0,0,0,East,East,0,conf_final,1.0,,,,
3940,2013-11-10,2013,Real Salt Lake,Portland Timbers,4-2,4,2,West,West,6,conf_final,1.0,,,,
3941,2013-11-23,2013,Sporting Kansas City,Houston Dynamo,2-1,2,1,East,East,3,conf_final,2.0,,,,
3942,2013-11-24,2013,Portland Timbers,Real Salt Lake,0-1,0,1,West,West,1,conf_final,2.0,,,,
3943,2013-12-07,2013,Sporting Kansas City,Real Salt Lake,1-1,1,1,East,West,2,mls_final,,1.0,1.0,7.0,6.0
3944,2014-03-08,2014,Seattle Sounders,Sporting Kansas City,1-0,1,0,West,East,1,regular,,,,,
3945,2014-03-08,2014,DC United,Columbus Crew,0-3,0,3,East,East,3,regular,,,,,
3946,2014-03-08,2014,Vancouver Whitecaps,New York Red Bulls,4-1,4,1,West,East,5,regular,,,,,
3947,2014-03-08,2014,Houston Dynamo,New England Revolution,4-0,4,0,East,East,4,regular,,,,,
3948,2014-03-08,2014,FC Dallas,Montreal Impact,3-2,3,2,West,East,5,regular,,,,,
3949,2014-03-09,2014,LA Galaxy,Real Salt Lake,0-1,0,1,West,West,1,regular,,,,,
3950,2014-03-09,2014,Portland Timbers,Philadelphia Union,1-1,1,1,West,East,2,regular,,,,,
3951,2014-03-09,2014,CD Chivas USA,Chicago Fire,3-2,3,2,West,East,5,regular,,,,,
3952,2014-03-15,2014,New York Red Bulls,Colorado Rapids,1-1,1,1,East,West,2,regular,,,,,
3953,2014-03-15,2014,Philadelphia Union,New England Revolution,1-0,1,0,East,East,1,regular,,,,,
3954,2014-03-15,2014,Seattle Sounders,Toronto FC,1-2,1,2,West,East,3,regular,,,,,
3955,2014-03-15,2014,Sporting Kansas City,FC Dallas,1-1,1,1,East,West,2,regular,,,,,
3956,2014-03-15,2014,Houston Dynamo,Montreal Impact,1-0,1,0,East,East,1,regular,,,,,
3957,2014-03-16,2014,San Jose Earthquakes,Real Salt Lake,3-3,3,3,West,West,6,regular,,,,,
3958,2014-03-16,2014,Portland Timbers,Chicago Fire,1-1,1,1,West,East,2,regular,,,,,
3959,2014-03-16,2014,CD Chivas USA,Vancouver Whitecaps,1-1,1,1,West,West,2,regular,,,,,
3960,2014-03-22,2014,New England Revolution,Vancouver Whitecaps,0-0,0,0,East,West,0,regular,,,,,
3961,2014-03-22,2014,Real Salt Lake,LA Galaxy,1-1,1,1,West,West,2,regular,,,,,
3962,2014-03-22,2014,Toronto FC,DC United,1-0,1,0,East,East,1,regular,,,,,
3963,2014-03-22,2014,Colorado Rapids,Portland Timbers,2-0,2,0,West,West,2,regular,,,,,
3964,2014-03-22,2014,Columbus Crew,Philadelphia Union,2-1,2,1,East,East,3,regular,,,,,
3965,2014-03-22,2014,Sporting Kansas City,San Jose Earthquakes,1-0,1,0,East,West,1,regular,,,,,
3966,2014-03-22,2014,FC Dallas,CD Chivas USA,3-1,3,1,West,West,4,regular,,,,,
3967,2014-03-23,2014,Chicago Fire,New York Red Bulls,1-1,1,1,East,East,2,regular,,,,,
3968,2014-03-23,2014,Montreal Impact,Seattle Sounders,0-2,0,2,East,West,2,regular,,,,,
3969,2014-03-29,2014,Philadelphia Union,Montreal Impact,1-1,1,1,East,East,2,regular,,,,,
3970,2014-03-29,2014,DC United,Chicago Fire,2-2,2,2,East,East,4,regular,,,,,
3971,2014-03-29,2014,Colorado Rapids,Sporting Kansas City,2-3,2,3,West,East,5,regular,,,,,
3972,2014-03-29,2014,Vancouver Whitecaps,Houston Dynamo,2-1,2,1,West,East,3,regular,,,,,
3973,2014-03-29,2014,FC Dallas,Portland Timbers,2-1,2,1,West,West,3,regular,,,,,
3974,2014-03-29,2014,Real Salt Lake,Toronto FC,3-0,3,0,West,East,3,regular,,,,,
3975,2014-03-30,2014,Seattle Sounders,Columbus Crew,1-2,1,2,West,East,3,regular,,,,,
3976,2014-03-30,2014,San Jose Earthquakes,New England Revolution,1-2,1,2,West,East,3,regular,,,,,
3977,2014-03-30,2014,New York Red Bulls,CD Chivas USA,1-1,1,1,East,West,2,regular,,,,,
3978,2014-04-05,2014,Portland Timbers,Seattle Sounders,4-4,4,4,West,West,8,regular,,,,,
3979,2014-04-05,2014,Montreal Impact,New York Red Bulls,2-2,2,2,East,East,4,regular,,,,,
3980,2014-04-05,2014,Chicago Fire,Philadelphia Union,2-2,2,2,East,East,4,regular,,,,,
3981,2014-04-05,2014,Columbus Crew,Toronto FC,0-2,0,2,East,East,2,regular,,,,,
3982,2014-04-05,2014,Vancouver Whitecaps,Colorado Rapids,1-2,1,2,West,West,3,regular,,,,,
3983,2014-04-05,2014,DC United,New England Revolution,2-0,2,0,East,East,2,regular,,,,,
3984,2014-04-05,2014,Houston Dynamo,FC Dallas,1-4,1,4,East,West,5,regular,,,,,
3985,2014-04-05,2014,Sporting Kansas City,Real Salt Lake,0-0,0,0,East,West,0,regular,,,,,
3986,2014-04-06,2014,CD Chivas USA,LA Galaxy,0-3,0,3,West,West,3,regular,,,,,
3987,2014-04-12,2014,Philadelphia Union,Real Salt Lake,2-2,2,2,East,West,4,regular,,,,,
3988,2014-04-12,2014,Montreal Impact,Chicago Fire,1-1,1,1,East,East,2,regular,,,,,
3989,2014-04-12,2014,Toronto FC,Colorado Rapids,0-1,0,1,East,West,1,regular,,,,,
3990,2014-04-12,2014,New England Revolution,Houston Dynamo,2-0,2,0,East,East,2,regular,,,,,
3991,2014-04-12,2014,DC United,New York Red Bulls,1-0,1,0,East,East,1,regular,,,,,
3992,2014-04-12,2014,FC Dallas,Seattle Sounders,2-3,2,3,West,West,5,regular,,,,,
3993,2014-04-13,2014,Portland Timbers,CD Chivas USA,1-1,1,1,West,West,2,regular,,,,,
3994,2014-04-13,2014,LA Galaxy,Vancouver Whitecaps,1-0,1,0,West,West,1,regular,,,,,
3995,2014-04-13,2014,San Jose Earthquakes,Columbus Crew,1-1,1,1,West,East,2,regular,,,,,
3996,2014-04-16,2014,New York Red Bulls,Philadelphia Union,2-1,2,1,East,East,3,regular,,,,,
3997,2014-04-19,2014,Philadelphia Union,Houston Dynamo,0-0,0,0,East,East,0,regular,,,,,
3998,2014-04-19,2014,Chicago Fire,New England Revolution,1-1,1,1,East,East,2,regular,,,,,
3999,2014-04-19,2014,Colorado Rapids,San Jose Earthquakes,0-0,0,0,West,West,0,regular,,,,,
4000,2014-04-19,2014,Vancouver Whitecaps,LA Galaxy,2-2,2,2,West,West,4,regular,,,,,
4001,2014-04-19,2014,Columbus Crew,DC United,1-1,1,1,East,East,2,regular,,,,,
4002,2014-04-19,2014,FC Dallas,Toronto FC,2-1,2,1,West,East,3,regular,,,,,
4003,2014-04-19,2014,Sporting Kansas City,Montreal Impact,4-0,4,0,East,East,4,regular,,,,,
4004,2014-04-19,2014,Real Salt Lake,Portland Timbers,1-0,1,0,West,West,1,regular,,,,,
4005,2014-04-20,2014,CD Chivas USA,Seattle Sounders,1-2,1,2,West,West,3,regular,,,,,
4006,2014-04-23,2014,New York Red Bulls,Houston Dynamo,4-0,4,0,East,East,4,regular,,,,,
4007,2014-04-26,2014,Montreal Impact,Philadelphia Union,1-0,1,0,East,East,1,regular,,,,,
4008,2014-04-26,2014,Seattle Sounders,Colorado Rapids,4-1,4,1,West,West,5,regular,,,,,
4009,2014-04-26,2014,DC United,FC Dallas,4-1,4,1,East,West,5,regular,,,,,
4010,2014-04-26,2014,New England Revolution,Sporting Kansas City,2-0,2,0,East,East,2,regular,,,,,
4011,2014-04-26,2014,Columbus Crew,New York Red Bulls,1-1,1,1,East,East,2,regular,,,,,
4012,2014-04-26,2014,Real Salt Lake,Vancouver Whitecaps,2-2,2,2,West,West,4,regular,,,,,
4013,2014-04-27,2014,San Jose Earthquakes,CD Chivas USA,1-0,1,0,West,West,1,regular,,,,,
4014,2014-04-27,2014,Houston Dynamo,Portland Timbers,1-1,1,1,East,West,2,regular,,,,,
4015,2014-05-03,2014,Toronto FC,New England Revolution,1-2,1,2,East,East,3,regular,,,,,
4016,2014-05-03,2014,Vancouver Whitecaps,San Jose Earthquakes,3-2,3,2,West,West,5,regular,,,,,
4017,2014-05-03,2014,Chicago Fire,Real Salt Lake,2-3,2,3,East,West,5,regular,,,,,
4018,2014-05-03,2014,Colorado Rapids,LA Galaxy,1-0,1,0,West,West,1,regular,,,,,
4019,2014-05-04,2014,Seattle Sounders,Philadelphia Union,2-1,2,1,West,East,3,regular,,,,,
4020,2014-05-04,2014,CD Chivas USA,Houston Dynamo,1-4,1,4,West,East,5,regular,,,,,
4021,2014-05-04,2014,Portland Timbers,DC United,3-2,3,2,West,East,5,regular,,,,,
4022,2014-05-04,2014,FC Dallas,New York Red Bulls,0-1,0,1,West,East,1,regular,,,,,
4023,2014-05-04,2014,Sporting Kansas City,Columbus Crew,2-0,2,0,East,East,2,regular,,,,,
4024,2014-05-07,2014,Houston Dynamo,Columbus Crew,1-0,1,0,East,East,1,regular,,,,,
4025,2014-05-08,2014,Seattle Sounders,FC Dallas,2-1,2,1,West,West,3,regular,,,,,
4026,2014-05-08,2014,San Jose Earthquakes,Colorado Rapids,0-0,0,0,West,West,0,regular,,,,,
4027,2014-05-10,2014,Philadelphia Union,DC United,0-1,0,1,East,East,1,regular,,,,,
4028,2014-05-10,2014,Montreal Impact,Sporting Kansas City,0-3,0,3,East,East,3,regular,,,,,
4029,2014-05-10,2014,New York Red Bulls,Chicago Fire,4-5,4,5,East,East,9,regular,,,,,
4030,2014-05-10,2014,Columbus Crew,Vancouver Whitecaps,0-1,0,1,East,West,1,regular,,,,,
4031,2014-05-11,2014,San Jose Earthquakes,FC Dallas,2-1,2,1,West,West,3,regular,,,,,
4032,2014-05-11,2014,Portland Timbers,LA Galaxy,1-1,1,1,West,West,2,regular,,,,,
4033,2014-05-11,2014,Colorado Rapids,CD Chivas USA,1-3,1,3,West,West,4,regular,,,,,
4034,2014-05-11,2014,New England Revolution,Seattle Sounders,5-0,5,0,East,West,5,regular,,,,,
4035,2014-05-11,2014,Houston Dynamo,Real Salt Lake,2-5,2,5,East,West,7,regular,,,,,
4036,2014-05-14,2014,Sporting Kansas City,Philadelphia Union,1-2,1,2,East,East,3,regular,,,,,
4037,2014-05-17,2014,Toronto FC,New York Red Bulls,2-0,2,0,East,East,2,regular,,,,,
4038,2014-05-17,2014,Philadelphia Union,New England Revolution,3-5,3,5,East,East,8,regular,,,,,
4039,2014-05-17,2014,DC United,Montreal Impact,1-1,1,1,East,East,2,regular,,,,,
4040,2014-05-17,2014,Houston Dynamo,LA Galaxy,1-0,1,0,East,West,1,regular,,,,,
4041,2014-05-17,2014,FC Dallas,CD Chivas USA,1-1,1,1,West,West,2,regular,,,,,
4042,2014-05-17,2014,Real Salt Lake,Colorado Rapids,2-1,2,1,West,West,3,regular,,,,,
4043,2014-05-18,2014,Seattle Sounders,San Jose Earthquakes,1-0,1,0,West,West,1,regular,,,,,
4044,2014-05-18,2014,Portland Timbers,Columbus Crew,3-3,3,3,West,East,6,regular,,,,,
4045,2014-05-18,2014,Chicago Fire,Sporting Kansas City,2-1,2,1,East,East,3,regular,,,,,
4046,2014-05-21,2014,DC United,Houston Dynamo,2-0,2,0,East,East,2,regular,,,,,
4047,2014-05-22,2014,LA Galaxy,FC Dallas,2-1,2,1,West,West,3,regular,,,,,
4048,2014-05-23,2014,Sporting Kansas City,Toronto FC,2-2,2,2,East,East,4,regular,,,,,
4049,2014-05-24,2014,Vancouver Whitecaps,Seattle Sounders,2-2,2,2,West,West,4,regular,,,,,
4050,2014-05-24,2014,New York Red Bulls,Portland Timbers,1-2,1,2,East,West,3,regular,,,,,
4051,2014-05-24,2014,Columbus Crew,Chicago Fire,2-0,2,0,East,East,2,regular,,,,,
4052,2014-05-24,2014,New England Revolution,DC United,2-1,2,1,East,East,3,regular,,,,,
4053,2014-05-24,2014,Colorado Rapids,Montreal Impact,4-1,4,1,West,East,5,regular,,,,,
4054,2014-05-24,2014,Real Salt Lake,FC Dallas,0-0,0,0,West,West,0,regular,,,,,
4055,2014-05-25,2014,LA Galaxy,Philadelphia Union,4-1,4,1,West,East,5,regular,,,,,
4056,2014-05-26,2014,San Jose Earthquakes,Houston Dynamo,3-0,3,0,West,East,3,regular,,,,,
4057,2014-05-27,2014,Sporting Kansas City,New York Red Bulls,1-1,1,1,East,East,2,regular,,,,,
4058,2014-05-29,2014,CD Chivas USA,Portland Timbers,0-2,0,2,West,West,2,regular,,,,,
4059,2014-05-31,2014,Seattle Sounders,Real Salt Lake,4-0,4,0,West,West,4,regular,,,,,
4060,2014-05-31,2014,Toronto FC,Columbus Crew,3-2,3,2,East,East,5,regular,,,,,
4061,2014-05-31,2014,Montreal Impact,New England Revolution,2-0,2,0,East,East,2,regular,,,,,
4062,2014-05-31,2014,DC United,Sporting Kansas City,1-0,1,0,East,East,1,regular,,,,,
4063,2014-05-31,2014,FC Dallas,San Jose Earthquakes,1-2,1,2,West,West,3,regular,,,,,
4064,2014-06-01,2014,CD Chivas USA,Philadelphia Union,0-3,0,3,West,East,3,regular,,,,,
4065,2014-06-01,2014,Chicago Fire,LA Galaxy,1-1,1,1,East,West,2,regular,,,,,
4066,2014-06-01,2014,Colorado Rapids,Houston Dynamo,3-0,3,0,West,East,3,regular,,,,,
4067,2014-06-01,2014,Portland Timbers,Vancouver Whitecaps,3-4,3,4,West,West,7,regular,,,,,
4068,2014-06-04,2014,Columbus Crew,Real Salt Lake,1-1,1,1,East,West,2,regular,,,,,
4069,2014-06-04,2014,Colorado Rapids,Chicago Fire,0-0,0,0,West,East,0,regular,,,,,
4070,2014-06-06,2014,Houston Dynamo,Sporting Kansas City,0-2,0,2,East,East,2,regular,,,,,
4071,2014-06-07,2014,Toronto FC,San Jose Earthquakes,1-0,1,0,East,West,1,regular,,,,,
4072,2014-06-07,2014,DC United,Columbus Crew,0-0,0,0,East,East,0,regular,,,,,
4073,2014-06-07,2014,Philadelphia Union,Vancouver Whitecaps,3-3,3,3,East,West,6,regular,,,,,
4074,2014-06-07,2014,Chicago Fire,Seattle Sounders,2-3,2,3,East,West,5,regular,,,,,
4075,2014-06-07,2014,FC Dallas,Colorado Rapids,3-2,3,2,West,West,5,regular,,,,,
