Season,Unnamed: 0,Date,home,visitor,FT,hgoal,vgoal,hconf,vconf,totgoal,round,leg,hgoalaet,vgoalaet,hpen,vpen,hwins
2019,398,2019-10-06,Portland,San Jose,3-1,3,1,west,west,4,regular,,,,,,h
2019,399,2019-10-06,Vancouver,Real Salt Lake,0-1,0,1,west,west,1,regular,,,,,,a
2019,400,2019-10-06,FC Dallas,Sporting KC,6-0,6,0,west,west,6,regular,,,,,,h
2019,401,2019-10-06,Houston,LA Galaxy,4-2,4,2,west,west,6,regular,,,,,,h
2019,402,2019-10-06,Atlanta,New England,3-1,3,1,east,east,4,regular,,,,,,h
2019,403,2019-10-06,Toronto FC,Columbus,1-0,1,0,east,east,1,regular,,,,,,h
2019,404,2019-10-06,Philadelphia,NYCFC,1-2,1,2,east,east,3,regular,,,,,,a
2019,405,2019-10-06,Orlando City,Chicago,2-5,2,5,east,east,8,regular,,,,,,a
2019,406,2019-10-06,D.C. United,FC Cincinnati,0-0,0,0,east,east,0,regular,,,,,,t
2019,407,2019-10-06,Montreal,NY Red Bulls,3-0,3,0,east,east,3,regular,,,,,,h
